brandName,genericName,strength,formulation,category,aliases,betaAllowed
Lizacet Syrup,Levocetirizine,2.5mg,Syrup,Antihistamines,"['Alzero M Syrup', 'Alday Kid Syrup', 'Allercet-L Syrup']",True
Lizacet Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lizacet-M Syrup,Levocetirizine,2.5mg,Syrup,Antihistamines,"['Alzero M Syrup', 'Alday Kid Syrup', 'Allercet-L Syrup']",True
Lizet 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lizi 5mg Tablet MD,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lizic F 120mg Tablet,Fexofenadine,120mg,Tablet,Antihistamines,"['Allegra 120mg Tablet', 'Alrgee 120mg Tablet', 'Air 120 Tablet']",True
Lizic M 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lizine 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lizivox 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lizo 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lizo M 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lizovel Complete Tablet,Caffeine,25mg,Tablet,Antihistamines,"['Albicold N Tablet', 'Alflam Kold Tablet', 'Avokold N Tablet']",True
Liztop M 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Liztop M Kid Syrup,Levocetirizine,2.5mg,Syrup,Antihistamines,"['Alzero M Syrup', 'Alday Kid Syrup', 'Allercet-L Syrup']",True
Lizu M 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lmcet 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lmd 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lmdot 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lmn OD 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lmostat 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lnd 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lnd M 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lnin-M Kid Tablet,Levocetirizine,2.5mg,Tablet,Antihistamines,"['Allercet-M Kid Tablet DT', 'Alzero D Tablet', 'Acolate LP 2.5mg/10mg Tablet']",True
Locast Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Locast-M Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Locet 5mg Tablet,Cetirizine,5mg,Tablet,Antihistamines,"['Alerid-D Tablet', 'Alerid Cold Tablet', 'Alkem Cold 5 mg/500 mg/5 mg Tablet']",True
Locet 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Locet 5mg/5ml Syrup,Cetirizine,5mg/5ml,Syrup,Antihistamines,"['Alerid Syrup', 'Alday Kid 5mg/5ml Syrup', 'Alcet 5mg/5ml Syrup']",True
Locet AM 5mg/60mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Locet D 5 mg/120 mg Tablet,Cetirizine,5mg,Tablet,Antihistamines,"['Alerid-D Tablet', 'Alerid Cold Tablet', 'Alkem Cold 5 mg/500 mg/5 mg Tablet']",True
Locet L 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Locet L Syrup,Levocetirizine,NA,Syrup,Antihistamines,"['Allerone Syrup', 'Alocet-M Syrup', 'Alergin LX Syrup']",True
Locet M 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Locet M Syrup,Levocetirizine,2.5mg,Syrup,Antihistamines,"['Alzero M Syrup', 'Alday Kid Syrup', 'Allercet-L Syrup']",True
Lock 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lock Cold Tablet,Caffeine,25mg,Tablet,Antihistamines,"['Albicold N Tablet', 'Alflam Kold Tablet', 'Avokold N Tablet']",True
Lock M 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Locozine LP 5mg/10mg/325mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lod 5mg Capsule,Levocetirizine,5mg,Capsule,Antihistamines,"['Airway L Capsule', 'CZ L 5 mg/120 mg Capsule', 'Citymont L 5mg/10mg Soft Gelatin Capsule']",True
Lodizine Syrup,Cetirizine,NA,Syrup,Antihistamines,"['Alkem Plus Syrup', 'Amrol C Syrup', 'Arexol Syrup']",True
Log 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lohist Tablet,Levocetirizine,NA,Tablet,Antihistamines,"['AH Plus Tablet', 'Amrox LC Tablet', 'Allerone-M Kid Tablet']",True
Lokset AM 5mg/60mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lokset M Kid 2.5mg/5mg Tablet,Levocetirizine,2.5mg,Tablet,Antihistamines,"['Allercet-M Kid Tablet DT', 'Alzero D Tablet', 'Acolate LP 2.5mg/10mg Tablet']",True
Lokset M Syrup,Levocetirizine,2.5mg,Syrup,Antihistamines,"['Alzero M Syrup', 'Alday Kid Syrup', 'Allercet-L Syrup']",True
Lokset M Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lokset Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lola 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lonast M Syrup,Levocetirizine,2.5mg/5ml,Syrup,Antihistamines,"['Allercet-M Syrup', 'Alday Duo Syrup', 'Acolate M Kid Syrup Orange']",True
Lonty FX 10mg/120mg Tablet,Montelukast,10mg,Tablet,Antihistamines,"['Allegra-M Tablet', 'Air-M Tablet', 'Acegrow 3D Tablet']",True
Lonty LC Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lopikast M 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lopikast-M Kid Tablet,Levocetirizine,2.5mg,Tablet,Antihistamines,"['Allercet-M Kid Tablet DT', 'Alzero D Tablet', 'Acolate LP 2.5mg/10mg Tablet']",True
Lor Levoce 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lor Q 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lora 10mg Tablet DT,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lora M Tablet,Desloratadine,5mg,Tablet,Antihistamines,"['Alides 5mg Tablet', 'Alenix 5 Tablet', 'Allerde 5mg Tablet']",True
Lora Plus 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loract D Tablet,Loratadine,5mg,Tablet,Antihistamines,"['Alcold Plus Tablet', 'Allerkit Tablet', 'Lorfast D 5mg/120mg Tablet']",True
Loract Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorag 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loragail Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loragee 10 Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loramed 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loran D Tablet,Loratadine,5mg,Tablet,Antihistamines,"['Alcold Plus Tablet', 'Allerkit Tablet', 'Lorfast D 5mg/120mg Tablet']",True
Loranid 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorapil 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorariv 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorasom 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorate 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loratia 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loratin 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loratop 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loratouch 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loravil 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorbet 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorbio 5mg Tablet,Desloratadine,5mg,Tablet,Antihistamines,"['Alides 5mg Tablet', 'Alenix 5 Tablet', 'Allerde 5mg Tablet']",True
Lorcan 10 Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorcid M 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lorcid M Syrup,Levocetirizine,2.5mg,Syrup,Antihistamines,"['Alzero M Syrup', 'Alday Kid Syrup', 'Allercet-L Syrup']",True
Lorday Tablet,Desloratadine,5mg,Tablet,Antihistamines,"['Alides 5mg Tablet', 'Alenix 5 Tablet', 'Allerde 5mg Tablet']",True
Lordi 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lordil 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lordil D Tablet,Desloratadine,NA,Tablet,Antihistamines,"['Alerta D Tablet', 'Delorid Tablet', 'Dyl D Tablet']",True
Lordizin 10mg Tablet,Cetirizine,10mg,Tablet,Antihistamines,"['Alerid Tablet', 'Allercet-DC Tablet', 'Agmacet 10mg Tablet']",True
Lordizin Plus 5mg/325mg/5mg Tablet,Cetirizine,5mg,Tablet,Antihistamines,"['Alerid-D Tablet', 'Alerid Cold Tablet', 'Alkem Cold 5 mg/500 mg/5 mg Tablet']",True
Lordy Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorent 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lorent A Syrup,Levocetirizine,5mg,Syrup,Antihistamines,"['Allerkast Syrup', 'Ambicet 5 mg/30 mg Syrup', 'Alertus 5mg Syrup']",True
Loreta 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loreva Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorezin Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lorezin-M Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lorfast D 5mg/120mg Tablet,Loratadine,5mg,Tablet,Antihistamines,"['Alcold Plus Tablet', 'Allerkit Tablet', 'Loridin D Tablet']",True
Lorfast MT Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lorfast Meltab Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorfast-AM Syrup,Loratadine,5mg/5ml,Syrup,Antihistamines,"['Alaspan AG Syrup', 'Alastin AG Syrup', 'Daslin NF Syrup']",True
Lorfast-AM Tablet,Ambroxol,60mg,Tablet,Antihistamines,"['Alaspan AM Tablet', 'Acolate P Plus Tablet', 'Alastin AM Tablet']",True
Lorfen AM Syrup,Loratadine,5mg,Syrup,Antihistamines,"['Algyfree 5mg Syrup', 'Claridin AM Syrup', 'Cetsu 5mg Syrup']",True
Lorgem Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorgem-D Tablet MD,Desloratadine,5mg,Tablet,Antihistamines,"['Alides 5mg Tablet', 'Alenix 5 Tablet', 'Allerde 5mg Tablet']",True
Lorhine 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorhist 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorich 10mg Tablet MD,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorich-AM Tablet,Ambroxol,60mg,Tablet,Antihistamines,"['Alaspan AM Tablet', 'Acolate P Plus Tablet', 'Alastin AM Tablet']",True
Lorid 10 Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorid Tablet,Loratadine,NA,Tablet,Antihistamines,"['Becotab Tablet', 'Lorid Tablet MD', 'Lortab Tablet DT']",True
Lorid Tablet MD,Loratadine,NA,Tablet,Antihistamines,"['Becotab Tablet', 'Lortab Tablet DT', 'Lorid Tablet']",True
Loridin AM Syrup,Ambroxol,60mg,Syrup,Antihistamines,['HISTACARE P SYRUP'],True
Loridin AM Tablet,Ambroxol,60mg,Tablet,Antihistamines,"['Alaspan AM Tablet', 'Acolate P Plus Tablet', 'Alastin AM Tablet']",True
Loridin D Tablet,Loratadine,5mg,Tablet,Antihistamines,"['Alcold Plus Tablet', 'Allerkit Tablet', 'Lorfast D 5mg/120mg Tablet']",True
Loridin Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorimont-L Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lorin D 5mg Tablet,Desloratadine,5mg,Tablet,Antihistamines,"['Alides 5mg Tablet', 'Alenix 5 Tablet', 'Allerde 5mg Tablet']",True
Lorin Syrup,Loratadine,5mg,Syrup,Antihistamines,"['Algyfree 5mg Syrup', 'Claridin AM Syrup', 'Cetsu 5mg Syrup']",True
Lorin Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorinol 10 Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorinol MD Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorispa 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorist AX 60mg/5mg Tablet,Ambroxol,60mg,Tablet,Antihistamines,"['Alaspan AM Tablet', 'Acolate P Plus Tablet', 'Alastin AM Tablet']",True
Lorit 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loritoz 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorken LM Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lorkin 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorkind 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorlift 5mg Tablet,Desloratadine,5mg,Tablet,Antihistamines,"['Alides 5mg Tablet', 'Alenix 5 Tablet', 'Allerde 5mg Tablet']",True
Lormak Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lormax 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lormeg D 5mg/120mg Tablet,Loratadine,5mg,Tablet,Antihistamines,"['Alcold Plus Tablet', 'Allerkit Tablet', 'Lorfast D 5mg/120mg Tablet']",True
Lormeg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lornet 5mg Syrup,Loratadine,5mg,Syrup,Antihistamines,"['Algyfree 5mg Syrup', 'Claridin AM Syrup', 'Cetsu 5mg Syrup']",True
Lornor 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lornox 10mg Tablet MD,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loronet 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorpar 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorpd 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorpd AM 60mg/5mg Tablet,Ambroxol,60mg,Tablet,Antihistamines,"['Alaspan AM Tablet', 'Acolate P Plus Tablet', 'Alastin AM Tablet']",True
Lorpride 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorshine 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorsica 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorspan 5mg Tablet,Loratadine,5mg,Tablet,Antihistamines,"['Alcold Plus Tablet', 'Allerkit Tablet', 'Lorfast D 5mg/120mg Tablet']",True
Lorsun 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorsyn 10mg Tablet DT,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lortab Tablet DT,Loratadine,NA,Tablet,Antihistamines,"['Becotab Tablet', 'Lorid Tablet MD', 'Lorid Tablet']",True
Lortadin Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorten 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lortop 10 Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lortop D 5mg Tablet,Desloratadine,5mg,Tablet,Antihistamines,"['Alides 5mg Tablet', 'Alenix 5 Tablet', 'Allerde 5mg Tablet']",True
Lortop DM 5mg/10mg Tablet,Desloratadine,5mg,Tablet,Antihistamines,"['Alides 5mg Tablet', 'Alenix 5 Tablet', 'Allerde 5mg Tablet']",True
Lorvis 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorwel 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorzar 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorzet 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorzin 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lorzin 5 Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lorzin-M Syrup,Levocetirizine,2.5mg,Syrup,Antihistamines,"['Alzero M Syrup', 'Alday Kid Syrup', 'Allercet-L Syrup']",True
Lorzin-M Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lorzit 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Loset Plus 5mg/5mg/325mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Losoft 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Losum 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Losum M 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Losum M Kid 2.5mg/4mg Tablet,Levocetirizine,2.5mg,Tablet,Antihistamines,"['Allercet-M Kid Tablet DT', 'Alzero D Tablet', 'Acolate LP 2.5mg/10mg Tablet']",True
Lota 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lotic 10mg Tablet,Loratadine,10mg,Tablet,Antihistamines,"['Alorti Tablet', 'Algo 10mg Tablet', 'Astadin 10mg Tablet']",True
Lotic M 5mg/10mg Tablet,Desloratadine,5mg,Tablet,Antihistamines,"['Alides 5mg Tablet', 'Alenix 5 Tablet', 'Allerde 5mg Tablet']",True
Lotila 10mg Tablet,Levocetirizine,10mg,Tablet,Antihistamines,"['Alvizine 10mg Tablet', 'Allelin 10mg Tablet', 'Alvocet 10mg Tablet MD']",True
Loto F 10mg/120mg Tablet,Montelukast,10mg,Tablet,Antihistamines,"['Allegra-M Tablet', 'Air-M Tablet', 'Acegrow 3D Tablet']",True
Loto M 5mg/10mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
Lotrax Tablet,Loratadine,NA,Tablet,Antihistamines,"['Becotab Tablet', 'Lorid Tablet MD', 'Lortab Tablet DT']",True
Lovcet 5mg Tablet,Levocetirizine,5mg,Tablet,Antihistamines,"['Allercet Cold Tablet', 'Allercet-M Tablet', 'Allrite DC Tablet ER']",True
